1,Adjustable Race,AR-5381,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,694215b7-08f7-4c0d-acb1-d734ba44c0c8,2014/02/08 10:01:36
2,Bearing Ball,BA-8327,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,58ae3c20-4f3a-4749-a7d4-d568806cc537,2014/02/08 10:01:36
3,BB Ball Bearing,BE-2349,True,False,,800,600,0.0000,0.0000,,,,,1,,,,,,2008/04/30 0:00:00,,,9c21aed2-5bfa-4f18-bcb8-f11638dc2e4e,2014/02/08 10:01:36
4,Headset Ball Bearings,BE-2908,False,False,,800,600,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,ecfed6cb-51ff-49b5-b06c-7d8ac834db8b,2014/02/08 10:01:36
316,Blade,BL-2036,True,False,,800,600,0.0000,0.0000,,,,,1,,,,,,2008/04/30 0:00:00,,,e73e9750-603b-4131-89f5-3dd15ed5ff80,2014/02/08 10:01:36
317,LL Crankarm,CA-5965,False,False,Black,500,375,0.0000,0.0000,,,,,0,,"L ",,,,2008/04/30 0:00:00,,,3c9d10b7-a6b2-4774-9963-c19dcee72fea,2014/02/08 10:01:36
318,ML Crankarm,CA-6738,False,False,Black,500,375,0.0000,0.0000,,,,,0,,"M ",,,,2008/04/30 0:00:00,,,eabb9a92-fa07-4eab-8955-f0517b4a4ca7,2014/02/08 10:01:36
319,HL Crankarm,CA-7457,False,False,Black,500,375,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,7d3fd384-4f29-484b-86fa-4206e276fe58,2014/02/08 10:01:36
320,Chainring Bolts,CB-2903,False,False,Silver,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,7be38e48-b7d6-4486-888e-f53c26735101,2014/02/08 10:01:36
321,Chainring Nut,CN-6137,False,False,Silver,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,3314b1d7-ef69-4431-b6dd-dc75268bd5df,2014/02/08 10:01:36
322,Chainring,CR-7833,False,False,Black,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,f0ac2c4d-1a1f-4e3c-b4d9-68aea0ec1ce4,2014/02/08 10:01:36
323,Crown Race,CR-9981,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,51a32ca6-65a1-4c31-af2b-d9e4f5d631d4,2014/02/08 10:01:36
324,Chain Stays,CS-2812,True,False,,1000,750,0.0000,0.0000,,,,,1,,,,,,2008/04/30 0:00:00,,,fe0678ed-aef2-4c58-a450-8151cc24ddd8,2014/02/08 10:01:36
325,Decal 1,DC-8732,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,05ce123c-a402-478e-ae9b-75d7727aeaad,2014/02/08 10:01:36
326,Decal 2,DC-9824,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,a56851f9-1cd7-4e2f-8779-2e773e1b5209,2014/02/08 10:01:36
327,Down Tube,DT-2377,True,False,,800,600,0.0000,0.0000,,,,,1,,,,,,2008/04/30 0:00:00,,,1dad47dd-e259-42b8-b8b4-15a0b7d21b2f,2014/02/08 10:01:36
328,Mountain End Caps,EC-M092,True,False,,1000,750,0.0000,0.0000,,,,,1,,,,,,2008/04/30 0:00:00,,,6070b1ea-59b7-4f8b-950f-2be07d00449d,2014/02/08 10:01:36
329,Road End Caps,EC-R098,True,False,,1000,750,0.0000,0.0000,,,,,1,,,,,,2008/04/30 0:00:00,,,88399d13-719e-4545-81d6-f0650f372fa2,2014/02/08 10:01:36
330,Touring End Caps,EC-T209,True,False,,1000,750,0.0000,0.0000,,,,,1,,,,,,2008/04/30 0:00:00,,,6903ce24-d0ce-4191-9198-4231de37a929,2014/02/08 10:01:36
331,Fork End,FE-3760,True,False,,800,600,0.0000,0.0000,,,,,1,,,,,,2008/04/30 0:00:00,,,c91d602e-da52-43d2-bd7e-eb110a9392b9,2014/02/08 10:01:36
332,Freewheel,FH-2981,False,False,Silver,500,375,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,d864879a-e8b1-4f7b-bafa-1f136089c2c8,2014/02/08 10:01:36
341,Flat Washer 1,FW-1000,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,a3f2fa3a-22e1-43d8-a131-a9b89c32d8ea,2014/02/08 10:01:36
342,Flat Washer 6,FW-1200,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,331addec-e9b9-4a7e-9324-42069c2dcdc4,2014/02/08 10:01:36
343,Flat Washer 2,FW-1400,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,84a3473e-ae26-4a21-81b9-60bb418a79b2,2014/02/08 10:01:36
344,Flat Washer 9,FW-3400,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,0ae4ce60-5242-48f5-ada1-3013ff45f969,2014/02/08 10:01:36
345,Flat Washer 4,FW-3800,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,2c1c58b4-234c-4b3a-8c8e-84524ac05eea,2014/02/08 10:01:36
346,Flat Washer 3,FW-5160,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,590c2c3f-a8b6-42b5-9412-d655e37f0eae,2014/02/08 10:01:36
347,Flat Washer 8,FW-5800,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,1b73f5fe-ab85-49fc-99ad-0500cebda91d,2014/02/08 10:01:36
348,Flat Washer 5,FW-7160,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,d182cf18-4ddf-429b-a0df-de1cfc92622d,2014/02/08 10:01:36
349,Flat Washer 7,FW-9160,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,7e55f64d-ea3c-45ff-be72-f7f7b9d61a79,2014/02/08 10:01:36
350,Fork Crown,FC-3654,True,False,,800,600,0.0000,0.0000,,,,,1,,,,,,2008/04/30 0:00:00,,,1cbfa85b-5c9b-4b58-9c17-95238215d926,2014/02/08 10:01:36
351,Front Derailleur Cage,FC-3982,False,False,Silver,800,600,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,01c901e3-4323-48ed-ab9e-9bfda28bdef6,2014/02/08 10:01:36
352,Front Derailleur Linkage,FL-2301,False,False,Silver,800,600,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,88ed2e08-e775-4915-b506-831600b773fd,2014/02/08 10:01:36
355,Guide Pulley,GP-0982,False,False,,800,600,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,6a89205b-90c3-4997-8c63-bc6a5ebc752d,2014/02/08 10:01:36
356,LL Grip Tape,GT-0820,False,False,,800,600,0.0000,0.0000,,,,,0,,"L ",,,,2008/04/30 0:00:00,,,32c82181-1969-4660-ae04-a02d51994ec1,2014/02/08 10:01:36
357,ML Grip Tape,GT-1209,False,False,,800,600,0.0000,0.0000,,,,,0,,"M ",,,,2008/04/30 0:00:00,,,09343e22-2494-4279-9f32-5d961a0fbfea,2014/02/08 10:01:36
358,HL Grip Tape,GT-2908,False,False,,800,600,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,8e5b2bf7-81dd-4454-b75e-d9ae2a6fbd26,2014/02/08 10:01:36
359,Thin-Jam Hex Nut 9,HJ-1213,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,a63aff3c-4143-4016-bc99-d3f80ec1ade5,2014/02/08 10:01:36
360,Thin-Jam Hex Nut 10,HJ-1220,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,a1ae0c6d-92a5-4fda-b33b-1301e83efe5b,2014/02/08 10:01:36
361,Thin-Jam Hex Nut 1,HJ-1420,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,e33e8c4c-282a-4d1f-91e7-e9969cf7134f,2014/02/08 10:01:36
362,Thin-Jam Hex Nut 2,HJ-1428,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,a992684f-4642-4856-a817-2c0740ae8c55,2014/02/08 10:01:36
363,Thin-Jam Hex Nut 15,HJ-3410,False,False,,1000,750,0.0000,0.0000,,,,,0,,,,,,2008/04/30 0:00:00,,,b9d9a30d-cb07-422d-a312-f0535575337e,2014/02/08 10:01:36
