1,249,2,3a5d0a00-6739-4dfe-a8f7-844cd9dee3df,2014/09/12 11:15:06
2,293,2,84ae7057-edf4-4c51-8b8d-3aeaefbfb4a1,2014/09/12 11:15:06
3,224,2,3c915b31-7c05-4a05-9859-0df663677240,2014/09/12 11:15:06
4,11387,2,3dc70cc4-3ae8-424f-8b1f-481c5478e941,2014/09/12 11:15:06
5,190,2,c0ed2f68-937b-4594-9459-581ac53c98e3,2014/09/12 11:15:06
6,286,2,4ca1686a-a7df-4bd8-9d7d-82a63210208a,2014/09/12 11:15:06
7,49,2,1528e305-3e34-4dea-bdd7-c7ddcdd11ef8,2014/09/12 11:15:06
8,230,2,38f80f8f-5ca7-4d06-aefa-cd930a0a7b3f,2014/09/12 11:15:06
9,187,2,51c9d232-dd34-49a5-8442-f269e0b9a6ff,2014/09/12 11:15:06
10,11386,2,13981fc6-9688-49c8-aa1e-80c7f28ea2ff,2014/09/12 11:15:06
11,32505,2,1f216434-3714-4bfb-9b05-4be77ebcce3f,2014/09/12 11:15:06
12,1,2,8aa698fc-090f-42ee-a197-2e7f7394d9f1,2014/09/12 11:15:06
13,219,2,f7c52cb0-99d3-4632-ad41-00a1d3b13145,2014/09/12 11:15:06
14,295,2,09ad7450-c146-4b9e-ae2f-aad99634577e,2014/09/12 11:15:06
15,287,2,46944c73-22de-431e-be1f-726f85563235,2014/09/12 11:15:06
16,214,2,9cd92f26-342b-4af0-80e3-23fa079912b5,2014/09/12 11:15:06
17,234,2,7fa5ff71-e97b-457d-b7c4-88fb6566dc40,2014/09/12 11:15:06
18,209,2,3eb9a702-4344-4e1b-8cb2-a2ba00e91384,2014/09/12 11:15:06
19,174,2,46420bb1-e0cb-48f9-8904-87049416f9c5,2014/09/12 11:15:06
20,191,2,fc83719f-93a8-4127-be1b-92b17e594cdd,2014/09/12 11:15:06
21,171,2,713561fb-ccd2-4388-9008-4bf8c5439d28,2014/09/12 11:15:06
22,233,2,31e8cd12-9ac5-4a6d-b379-220facbdca3f,2014/09/12 11:15:06
23,229,2,bdcd2872-254c-4d9f-b7b8-9a8debfd8746,2014/09/12 11:15:06
24,243,2,a249f1b3-f689-49cb-a1da-c561bb9f6165,2014/09/12 11:15:06
25,63,2,fb3f9eae-4738-404d-864b-103378819225,2014/09/12 11:15:06
